0.000000 0.000000
0.100000 -0.000001
0.200000 -0.000017
0.300000 -0.000084
0.400000 -0.000265
0.500000 -0.000646
0.600000 -0.001335
0.700000 -0.002463
0.800000 -0.004182
0.900000 -0.006664
1.000000 -0.010097
1.100000 -0.014686
1.200000 -0.020651
1.300000 -0.028223
1.400000 -0.037644
1.500000 -0.049162
1.600000 -0.063032
1.700000 -0.079511
1.800000 -0.098856
1.900000 -0.121324
2.000000 -0.147166
2.100000 -0.176626
2.200000 -0.209941
2.300000 -0.247335
2.400000 -0.289020
2.500000 -0.335191
2.600000 -0.386027
2.700000 -0.441688
2.800000 -0.502315
2.900000 -0.568023
3.000000 -0.638909
3.100000 -0.715043
3.200000 -0.796472
3.300000 -0.883218
3.400000 -0.975277
3.500000 -1.072621
3.600000 -1.175195
3.700000 -1.282920
3.800000 -1.395696
3.900000 -1.513395
4.000000 -1.635872
4.100000 -1.762958
4.200000 -1.894465
4.300000 -2.030191
4.400000 -2.169914
4.500000 -2.313401
4.600000 -2.460407
4.700000 -2.610677
4.800000 -2.763950
4.900000 -2.919958
5.000000 -3.078435
5.100000 -3.239110
5.200000 -3.401718
5.300000 -3.565998
5.400000 -3.731695
5.500000 -3.898565
5.600000 -4.066375
5.700000 -4.234906
5.800000 -4.403953
5.900000 -4.573331
6.000000 -4.742872
6.100000 -4.912430
6.200000 -5.081879
6.300000 -5.251118
6.400000 -5.420067
6.500000 -5.588673
6.600000 -5.756906
6.700000 -5.924760
6.800000 -6.092256
6.900000 -6.259438
7.000000 -6.426374
7.100000 -6.593156
7.200000 -6.759896
7.300000 -6.926728
7.400000 -7.093807
7.500000 -7.261302
7.600000 -7.429399
7.700000 -7.598300
7.800000 -7.768213
7.900000 -7.939358
8.000000 -8.111959
8.100000 -8.286241
8.200000 -8.462429
8.300000 -8.640741
8.400000 -8.821384
8.500000 -9.004550
8.600000 -9.190413
8.700000 -9.379114
8.800000 -9.570763
8.900000 -9.765426
9.000000 -9.963111
9.100000 -10.163765
9.200000 -10.367252
9.300000 -10.573339
9.400000 -10.781675
9.500000 -10.991769
9.600000 -11.202955
9.700000 -11.414364
9.800000 -11.624874
9.900000 -11.833063
10.000000 -12.037146
