0.000000 0.000000
0.100000 -0.002498
0.200000 -0.009975
0.300000 -0.022374
0.400000 -0.039602
0.500000 -0.061530
0.600000 -0.087995
0.700000 -0.118799
0.800000 -0.153713
0.900000 -0.192476
1.000000 -0.234802
1.100000 -0.280378
1.200000 -0.328867
1.300000 -0.379914
1.400000 -0.433145
1.500000 -0.488172
1.600000 -0.544598
1.700000 -0.602015
1.800000 -0.660014
1.900000 -0.718181
2.000000 -0.776109
2.100000 -0.833393
2.200000 -0.889638
2.300000 -0.944460
2.400000 -0.997492
2.500000 -1.048384
2.600000 -1.096805
2.700000 -1.142449
2.800000 -1.185036
2.900000 -1.224312
3.000000 -1.260052
3.100000 -1.292064
3.200000 -1.320188
3.300000 -1.344296
3.400000 -1.364296
3.500000 -1.380128
3.600000 -1.391769
3.700000 -1.399230
3.800000 -1.402556
3.900000 -1.401826
4.000000 -1.397150
4.100000 -1.388670
4.200000 -1.376557
4.300000 -1.361011
4.400000 -1.342257
4.500000 -1.320542
4.600000 -1.296138
4.700000 -1.269331
4.800000 -1.240425
4.900000 -1.209738
5.000000 -1.177596
5.100000 -1.144334
5.200000 -1.110290
5.300000 -1.075802
5.400000 -1.041208
5.500000 -1.006841
5.600000 -0.973025
5.700000 -0.940074
5.800000 -0.908289
5.900000 -0.877954
6.000000 -0.849336
6.100000 -0.822682
6.200000 -0.798215
6.300000 -0.776134
6.400000 -0.756613
6.500000 -0.739799
6.600000 -0.725808
6.700000 -0.714728
6.800000 -0.706618
6.900000 -0.701505
7.000000 -0.699382
7.100000 -0.700214
7.200000 -0.703933
7.300000 -0.710436
7.400000 -0.719592
7.500000 -0.731232
7.600000 -0.745156
7.700000 -0.761129
7.800000 -0.778879
7.900000 -0.798096
8.000000 -0.818428
8.100000 -0.839476
8.200000 -0.860793
8.300000 -0.881867
8.400000 -0.902123
8.500000 -0.920900
8.600000 -0.937442
8.700000 -0.950875
8.800000 -0.960182
8.900000 -0.964175
9.000000 -0.961453
9.100000 -0.950359
9.200000 -0.928922
9.300000 -0.894789
9.400000 -0.845142
9.500000 -0.776599
9.600000 -0.685093
9.700000 -0.565732
9.800000 -0.412624
9.900000 -0.218677
10.000000 0.024641
